b_Regneville,Regnéville
c_sangarios,Sangários
c_santiago,Santiago
c_santok,Zantoch
c_saone,Saone
c_sarakhs,Sarakhs
c_sarangpur,Sarangpur
c_sarasvata_mandala,Anahilapataka
c_sarasvati,Sarasvati
c_saray,Saray
c_sari,Sari
c_sarir,Sarir
c_saris,Borsod
c_sarisu,Sarisu
c_sarkel,Sharkel
c_sarpa,Sarpa
c_sarqihya,Qulzum
c_satakunta,Satakunda
c_satyapura,Satyapura
c_savoie,Savoie
c_savolaks,Savolax
c_say,Say
c_sayn,Sayn
c_scalovia,Skalva
c_schaumburg,Schauenburg
c_schaunberg,Schaunberg
c_schelklingen,Schelklingen
c_schwarzburg,Schwarzburg
c_schwerin,Schwerin
c_schwyz,Schwyz
c_scialenga,Scialenga
c_sebastia,Sebasteia
c_segni,Segni
c_segovia,Segovia
c_seleukeia,Seleukeia
c_selija,Selija
c_semender,Semender
c_semien,Semien
c_semna,Semna
c_senj,Lika
c_sennar,Sennar
c_senoussi,Awjíla
c_sens,Sens
c_seprio,Seprio
c_serdica,Sredets
c_setif,Setif
c_setubal,Setubal
c_severin,Severin
c_sevilla,Sevilla
c_sfax,Sfax
c_shahrazur,Shahrazur
c_sharukan,Uda
c_shash,Shásh
c_shetland,Hjaltland
c_shewa,Shewa
c_shibam,Shibam
c_shiraz,Shíráz
c_shirvan,Shirvan
c_shorkot,Shorkot
c_shrewsbury,Shrewsbury
c_sibi,Sibi
c_sibir,Tobol
c_sibiridugu,Sibiridugu
c_siena,Siena
c_sieradzko-leczyckie,Sieradz
c_sighnaq,Sighnaq
c_sijilmasa,Sijilmasa
c_sikasso,Sikasso
c_silla,Silla
c_silves,Silves
c_simsir,Simsir
c_sinai,Nekhel
c_sinjar,Sinjar
c_sinope,Sinópe
c_siracusa,Paterno
c_siraf,Irahistan
c_sirjan,Sírján
c_sis,Sision
c_sistan,Zaranj
c_siwistan,Siwistan
c_sjaelland,Nørræ Syaland
c_skane,Væstær Skane
c_skara,Skara
c_skardu,Skardu
c_skopje,Skopje
c_slesvig,Istathesysæl
c_slupsk,Stolp
c_slutsk,Slutsk
c_smaland,Njudung
c_smolensk,Smolensk
c_smyrna,Smyrna
c_snassen,Tanas
c_soba,Soba
c_sobrarbe,Sobrarbe
c_socotra,Socotra 
c_sodermanland,Södermanland
c_sogn,Sogn
c_soli,Soli
c_somerset,Somerset
c_somnath,Somnath
c_sonda,Sonda
c_sonneberg,Sonneberg
c_sopron,Sopron
c_soria,Soria
c_soso,Soso
c_sous,Sous
c_southern_jylland,Southern Jylland
c_southern_sjaelland,Southern Sjaelland
c_southisland,Southisland
c_southvexin,Southvexin
c_sozopolis,Pisidía
c_sper,Sper
c_split,Cetina
c_spoleto,Assisi
c_sponheim,Sponheim
c_sripatha,Sripatha
c_stade,Stade
c_stafford,Stafford
c_staufen,Staufen
c_steiermark,Steiermark
c_steinkjer,Steinkjer
c_stettin,Stettin
c_sthanisvara,Sthanisvara
c_sticht,Sticht
c_strathearn,Strathearn
c_strumica,Strumica
c_strymon,Strymonos
c_suakin,Suakin
c_sudovia,Sùduva
c_suenik,Suenik
c_suffolk,Suffolk
c_sugrov,Duna-Jük
c_suhar,Suhar
c_sulzbach,Sulzbach
c_sundgau,Sundgau
c_sunmore,Sunmore
c_surrey,Surrey
c_susa,Susa
c_sussex,Sussex
c_sutherland,Sutherland
c_suwaida,Hauran
c_suzdal,Suzdal
c_svaneti,Svaneti
c_swiecie,Swiecie
c_syria,Bathaniyya
c_syrj,Jemva
c_syrmia,Syrmia
c_syrt,Syrt
c_syrte,Syrte
c_szekelyfold,Torda
c_szekezfehervar,Csongrád
c_szepes,Szepes
c_tabassa,Tabassa
c_tabriz,Tabriz
c_tabuk,Tabuk
c_tadjoura,Tadjoura
c_tadmekka,Tadmekka
c_tadmor,Al-Hilla
c_tagant,Tagant
c_taghaza,Taghaza
c_tahoua,Tahoua
c_taizz,Taizz
c_takrur,Takrur
c_talas,Talas
c_talekan,Tálekán
c_tana,Vorskla
c_tangiers,Tandja
c_tao,Tao
c_taranto,Taranto
c_targujiu,Targujiu
c_taron,Tarawn
c_tarragona,Tortosa
c_tarsos,Tarsos
c_tarusa,Tarusa
c_tashkurgan,Tashkurgan
c_tassarahla,Tassarahla
c_tavasts,Tavastland
c_tazerbo,Tazerbo
c_tbilisi,Tbilisi
c_teck,Teck
c_tecklenburg,Tecklenburg
c_telemark,Þelamørk
c_tell_atlas,Tabna
c_tell_bashir,Turbessel
c_teluch,Marash
c_temes,Temes
c_tenerife,Tenerife
c_tephrike,Tephrike
c_terebovl,Terebovl
c_teruel,Teruel
c_tessalit,Tessalit
c_tethbae,Tethbae
c_teviotdale,Teviotdale
c_thalner,Thalner
c_tharasset,Tarúdant
c_thebai,Boiotía
c_theodoro,Theodoro
c_theodosia,Theodosia
c_theodosiopolis,Karin
c_thessalia,Thessalía
c_thessalonike,Thessaloníke
c_thomar,Thomar
c_thomond,Clare
c_thouars,Thouars
c_thrake,Thráke
c_thurgau,Thurgau
c_thuringen,Thüringen
c_thyateira,Lydía
c_tiberias,Tiberias
c_tigre,Tigre
c_tigris,Wasit
c_tihama,Tihama
c_timbuktu,Timbuktu
c_tindouf,Tindouf
c_tipperary,Thiobraid Arann
c_tirgoviste,Tirgoviste
c_tirol,Tirol
c_tjust,Tjust
c_tlemcen,Tilimsán
c_tmutarakan,Tamatarkha
c_tobruk,Tubrúk
c_tokharestan,Tokharestán
c_toledo,Toledo
c_tonnerre,Tonnerre
c_toreida,Toreida
c_torki,Suceava
c_toro,Toro
c_toropets,Toropets
c_tortosa,Tortosa
c_torzhok,Torzhok
c_toulouse,Tolosa
c_tourraine,Tourraine
c_traianopolis,Traianopolis
c_trakai,Trakai
c_trancoso,Trancoso
c_trans-portage,Pomorye
c_trapani,Aderno
c_trapezous,Trapezous
c_traungau,Traungau
c_travunija,Travunija
c_trencin,Trencsén
c_trent,Trient
c_treviso,Treviso
c_tribandapura,Tribandapura
c_trier,Trier
c_trieste,Duino
c_trigarta,Trigarta
c_tripoli,Trípolis
c_tripolitana,Tripolitana
c_tripuri,Tripuri
c_trondelag,Ytriþrœndalóg
c_truhendingen,Truhendingen
c_tsaparang,Tsaparang
c_tuat,Tuat
c_tudela,Tudela
c_tunis,Túnis
c_turan,Turán
c_turgay,Turgay
c_turnu,Turnu
c_turov,Turov
c_tus,Tus
c_tusculum,Tusculum
c_tusheti,Tusheti
c_tver,Tver
c_tweedale,Tweedale
c_tyana,Tyana
c_tyrconnell,Tyrconnell
c_tyrnovo,Tarnovo
c_tyrone,Tyrone
c_tyrus,Sidon
c_tyumen,Suar
c_tzamandos,Tzamandos
c_uch,Uch
c_udabhanda,Udabhanda
c_uglich,Uglich
c_ugra,Mozyn
c_uibhist,Uibhist
c_ujjayini,Ujjayini
c_ulster,Antrim
c_upper_wallachia,Megále Vlachia
c_uppland,Tiundaland
c_upyte,Upyte
c_ural,Chusovaya
c_urbino,Piobbico
c_urgell,Urgell
c_uri,Uri
c_usora,Usora
c_ustrushana,Ustrushana
c_ustyurt,Ust-Yurt
c_ustyuzhna,Ustyug_Zhelezny
c_utena,Nalshia
c_utik,Utik
c_uzboy,Uzboy
c_uzens,Usens
c_vadodara,Vadodara
c_vaiga,Vaiga
c_vairata,Vairata
c_valabhi,Valabhi
c_valais,Valais
c_valassina,Valassina
c_valencia,Valencia
c_valenciennes,Valenciennes
c_valentinois,Valentinois
c_valladolid,Valladolid
c_valois,Valois
c_valona,Valona
c_vanand,Vanand
c_vannes,Gwened
c_varadzin,Zagorje
c_varazhnunik,Varazhnunik
c_vardhamana,Vardhamana
c_varmland,Värmilland
c_vas,Kolon
c_vaspurakan,Vaspurakan
c_vasterbotten,Norrland
c_vastergotland,Lödöse
c_vastmanland,Västmanland
c_vaud,Vaud
c_vaudemont,Vaudémont
c_veglia,Krk
c_velay,Velay
c_velbazhd,Velbazhd
c_velikiye_luki,Luki
c_veliky_ustug,Veliky Ustyug
c_venaissin,Venaissin
c_vendome,Vendome
c_venezia,Venezia
c_ventadour,Ventadour
c_ventimiglia,Ventimiglia
c_vercelli,Vercelli
c_verdun,Verdun
c_veria,Verroia
c_vermandois,Vermandois
c_verona,Verona
c_vertus,Vertus
c_vesoul,Vesoul
c_vestfold,Vestfold
c_vestisland,Vesturland
c_vexin,Vexin
c_vianden,Vianden
c_vicenza,Vicenza
c_vidin,Vidin
c_vidisa,Vidisa
c_viipuri,Viipuri
c_vijnot,Vijnot
c_viken,Ránríki
c_vikramapura,Vikramapura
c_viscaya,Viscaya
c_viseu,Viseu
c_vitebsk,Vitebsk
c_vithynion,Bithyníõn
c_viviers,Vivarés
c_vladimir,Vladimir
c_vladimir_volynsky,Vladimir Volynsky
c_vodamayutja,Vodamayuta
c_vodi,Vodi
c_vodica,Vodica
c_vologda,Vologda
c_volokolamsk,Volokolamsk
c_vorotynsk,Vorortynsk
c_votyaki,Otš
c_vrbas,Vrbas
c_vrhbosna,Vrhbosna
c_vyazma,Vyazma
c_wadai,Wadai
c_waddan,Waddan
c_waldburg,Waldburg
c_wallen,Wallen
c_wana,Wana 
c_wargla,Wargla
c_warwick,Warwick
c_weimar,Weimar
c_werle,Werle
c_wertheim,Wertheim
c_west_dvina,Rositten
c_western_jylland,Western Jylland
c_western_sjaelland,Western Sjaelland
c_westfriesland,Westfriesland
c_westmorland,Westmorland
c_wicklow,Wicklow
c_wiltshire,Wiltshire
c_winchester,Winchester
c_windische_mark,Windische Mark
c_wislica,Wislica
c_wittenberg,Wittenberg
c_wolgast,Wolgast
c_wolqayt,Wolqayt
c_worcester,Worcester
c_wroclaw,Wroclaw
c_wurttemberg,Württemberg
c_wurzburg,Würzburg
c_yaik,Yaik
c_yanbu,Yanbu
c_yarkand,Yarkand
c_yaroslavl,Yaroslavl
c_yatvyagi,Dainava
c_yauri,Yauri
c_yazd,Yazd
c_yegorlyk,Yegorlyk
c_yeti-su,Yeti-su
c_york,The West Riding
c_york_moors,York Moors
c_york_wolds,York Wolds
c_yperen,Yperen
c_ystrad_tywi,Ystrad Tywi
c_yulduz,Yulduz
c_zachlumia,Podgorje
c_zadar,Zadar
c_zagreb,Zagreb
c_zaila,Zaila
c_zamfara,Zamfara
c_zamindavar,Zamíndávar
c_zamora,Zamora
c_zaozerye,Tudozerskiy
c_zaragoza,Zaragoza
c_zarand,Zarand
c_zarma,Zarma
c_zaslawye,Zaslawye
c_zatec,Zatec
c_zavrsje,Zavrsje
c_zawila,Zawila
c_zaysan,Zaysan
c_zeeland,Zeeland
c_zemigalians,Opemele
c_zemplen,Zemplen
c_zeta,Duklja
c_zhmud,Žëmaitëjë
c_zhytomyr,Zhytomyr
c_ziegenhain,Ziegenhain
c_znojmo,Znojmo
c_zollern,Zollern
c_zutphen,Zutphen
c_zweibrucken,Zweibrücken
c_zyriane,Ežva
d_aberdeen,Aberdeen
d_abkhazia,Apkhazeti
d_achaia,Peloponnesou
d_acre,Acre
d_adrar,Adrar
d_adrianopolis,Plovdiv
d_aegean_islands,Aigaiou Pelàgous
d_afar,Afar
d_agades,Agadez
d_ahi,Ahiler
d_ahwaz,Ahwáz
d_air,Air
d_airgialla,Airgíalla
d_alania,Alania
d_alba_de_tormes,Alba de Tormes
d_albania,ar-Ran
d_albany,Albany
d_alburquerque,Alburquerque
d_alencon,Alençon
d_aleppo,Qinnasrin
d_alexandria,Iskandariya
d_algarve,Algarve
d_alger,Tahart
d_alodia,Aloudia
d_altmark,Altmark
d_alwahat,Al-Wahát
d_amalfi,Amalfi
d_amhara,Amhara
d_amida,Amid
d_amiralarab,Arabiyya
d_amman,Bahrayn
d_anatolia,Anatolikon
d_ancona,Ancona
d_angria,Engern
d_antioch,Antioche
d_aosta,Aosta
d_apulia,Puglia
d_aquileia,Friùli
d_aquitaine,Aquitània
d_arabia_petrae,Al-Jawf
d_aragon,Aragón
d_archberry,Berry
d_archreims,Reims
d_arezzo_republic,Comune di Arezzo
d_arles,Arles
d_armenia,Hayk
d_armenia_minor,Kilikía
d_armeniacon,Armeniakon
d_artois,Artois
d_artsakh,Khachen
d_ascalon,Jaffa-Ascalon
d_asti_republic,Comune di Asti
d_aswan,Al-Sa'íd
d_athens,Helládos
d_atri,Atri
d_augsburg,Augsburg
d_austrialombardic,Austria
d_auvergne,Auvèrnhe
d_awlil,Awlil
d_axum,Aksum
d_ay_opa,Ay-opa
d_ayaguz,Ayaguz
d_aydhab,Aydhab
d_aydin,Aydin
d_azben,Azben
d_azerbaijan,Adharbaygan
d_azger,Azger
d_azov,Azaq
d_bacs,Bács
d_badach,Badaç
d_badajoz,Extremadura
d_badi,Badi
d_balkh,Balkh
d_baloch,Baloch
d_bamberg,Bamberg
d_bambuk,Bambuk
d_baqlin,Baqlín
d_barghawata,Tamasna
d_bari,Bari
d_barleduc,Bar
d_bartians,Barthi
d_baruq,Baruq
d_basarabia,Tara de Jos
d_basel,Basel
d_bashkirs,Bashqurdlar
d_basmils,Bamils
d_bavaria,Baiern
d_bayawut,Bayawut
d_bazin,Bazín
d_bedford,Middle Anglia
d_beira,Beira
d_beja,Alentejo
d_beloozero,Beloozero
d_belz,Belz
d_berbera,Berbera
d_bergamo_republic,Comune di Bergamo
d_bhakkar,Sindhu
d_bilma,Bilma
d_birjand,Qóhestán
d_bishopmunster,Münster
d_bjarmia,Výnva
d_bjarmians,Bjarmiläižed
d_black_caps,Karakalpaklar
d_blemmyes,Béja
d_blois,Blois
d_bohemia,Czeske
d_bohemians,Czechowé
d_bolohoveni,Bolohoveni
d_bornholm,Burghændæholm
d_bornu,Bornu
d_boru_tolmach,Boru Tolmach
d_bosnia,Bosna
d_bouillon,Bouillon
d_boukellarion,Boukellarion
d_brabanttitular,Brabant
d_brandenburg,Brandenburg
d_breifne,Breifne
d_bremen,Bremen
d_brescia_republic,Comune di Brescia
d_brittany,Breizh
d_brodniks,Brodnici
d_brunswick,Braunschweig-Lüneburg
d_bula_chopan,Bula Chopan
d_bulgar,Bolgar
d_burchali,Burçali
d_burgau,Burgau
d_burgundy,Bourgogne
d_burtas,Burtas
d_buzhans,Buzhane
d_cairo,Qáhira
d_calabria,Calabria
d_canarias,Canarias
d_candar,Candar
d_canterbury,Kent
d_cappadocia,Kappadokias
d_capua,Capua
d_cardona,Cardona
d_carinthia,Kärnten
d_castilla,Castilla
d_catalunya_nova,Catalunya Nova
d_catalunya_vella,Catalunya Vella
d_cephalonia,Kephallenias
d_chaghraq,Çaghraq
d_champagne,Champagne
d_channel_islands,Îles d'la Manche
d_charsianon,Kharsianoù
d_chernigov,Chernigov
d_cherson,Chersõnos
d_chester,Chester
d_chigil,Chigil
d_chortan,Çortan
d_chudes,Vepsläižed
d_chur,Chur
d_chutizi,Chutici
d_cibyrrhaeot,Kibyrrhaioton
d_cinque_ports,Cinque Ports
d_circipanes,Czerzpjani
d_coledizi,Koledici
d_coloneia,Koloneias
d_cordoba,Córdoba
d_cornwall,Cornwall
d_corsica,Corsica
d_cremona_republic,Comune di Cremona
d_crimea,Qirim
d_croatia,Hrvatska
d_csanad,Csanád
d_curonian,Kurši
d_cyprus,Kyprou
d_cyrenaica,Barqa
d_dahlak,Dahlak
d_dakhila,Dakhila
d_dalmatia,Dalmacija
d_dalmatian_islands,Hvar
d_damascus,Dimashq
d_damietta,Dumiyát
d_damot,Da'mot
d_danakil,Danakil
d_darfur,Uri
d_dasht-i-qipchaq,Dasht-e-Qipchaq
d_degothers,De Gothers
d_dehestan,Dehestán
d_deheubarth,Deheubarth
d_deltuvians,Deltuvai
d_derbent,Derbend
d_devenders,De Venders
d_dioclea,Zeta
d_diyareast,Diyar Rabi'a
d_djarin,Djarín
d_dongola,Dongola
d_dorpat,Ugandi
d_dorut,Dörüt
d_doxani,Dossani
d_draa,Draa
d_drevani,Drewani
d_drevlyans,Drevlyane
d_duguwa,Duguwa
d_dyrrachion,Dyrráchiou
d_dzopk,Dzopk
d_east_polanes,Polyane
d_elfasher,El Fasher
d_ellan_vannin,Man
d_enchogli,Ençogli
d_epirus,Nikopoleos
d_eretnid,Eretna
d_erzosterreich,Österreich
d_essex,Essex
d_esthonia,Eesti
d_estonia,Eestlased
d_esztergom,Visegrád
d_faereyar,Faereyar
d_fars,Párs
d_ferghana,Ferghána
d_ferrara,Ferrara
d_ferrara_republic,Comune di Ferrara
d_fes,Fas
d_fezzan,Fezzan
d_finland,Suomi
d_firenze_republic,Comune di Firenze
d_fivebouroughs,Lincoln
d_foix,Pirenèus
d_franconia,Franken
d_frisia,Friesland
d_gaeta,Gaeta
d_galich,Galich
d_galicia,Galicia
d_galilee,Galilée
d_galloway,Galloway
d_gandia,Gandia
d_gasaga,Gasga
d_gazzula,Gazzúla
d_genoa,Genova
d_germanias,Germanias
d_germiyan,Germiyan
d_gevaudan,Gévaudan
d_ghadames,Ghadamès
d_ghana,Wagadu
d_ghat,Ghat
d_ghor,Ghór
d_ghuzz,Ghuzz
d_gilan,Gílán
d_glomacze,Glomaci
d_gobir,Gobir
d_goliadj,Galindai
d_gotland,Gotland
d_granada,Granada
d_greater_poland,Wielkopolska
d_guddala,Guddála
d_gurgan,Gorgán
d_gurjara_mandala,Gurjaradesa
d_guzgan,Guzgán
d_gwynedd,Gwynedd
d_gyor,Gyõr
d_hadramaut,Hadramawt
d_hainaut,Hainaut
d_halland,Halland
d_halogaland,Hálogaland
d_halsingland,Hälsingland
d_hamadan,Khúzestán
d_hamid,Hamid
d_hashshashin,Hashshashin
d_hebrides,Inner Hebrides
d_herat,Herát
d_hereford,Mercia
d_hereti,Hereti
d_hessen,Hessen
d_hevelli,Hawolani
d_hilal,Banu Hilál
d_hoggar,Hoggar
d_holstein,Holstein
d_homs,Hims
d_hormuz,Hormuz
d_horse_karelians,Tamma-Karjalaižed
d_hum,Zahumlje
d_iceland,Ísland
d_ifat,Ifat
d_imeretia,Imereti
d_infantado,Infantado
d_ingria,Ingria
d_ingrians,Inkerilaižed
d_insalah,In Salah
d_itil,Itil
d_ivrea,Ivrea
d_jamtland,Jamtaland
d_jand,Jand
d_jazira,Diyar Mudar
d_jebal,Jebal
d_jordan,al-Urdunn
d_julich,Jülich
d_jylland,Jutland
d_kabars,Qabarlar
d_kabul,Kábul
d_kabylia,Kabylia
d_kakheti,Kakheti
d_kala,Kala
d_kanem,Kanem
d_kano,Kano
d_kanz,Kanz
d_karaman,Qaraman
d_karashar,Kucha
d_karasi,Qarasi
d_karelians,Karjalaižed
d_kartli,Kartli
d_karvuna,Karvuna
d_kashgar,Kashgar
d_kashubians,Kassubi
d_kassala,Kassala
d_kawar,Kawar
d_kebbi,Kebbi
d_kerman,Kermán
d_kermanshah,Kermanshah
d_kessians,Chyzani
d_khawarij,Khawarij
d_khotan,Khotan
d_khottal,Khatlón
d_khwarazm,Khwárazm
d_kiev,Kiev
d_klarjeti,Klarjeti
d_koln,Köln
d_krain,Krain
d_krete,Kretes
d_krk,Krk
d_kryvians,Krivichi
d_kuerchi_chur,Küerchi Chür
d_kufa,al-Kúfa
d_kufichi,Kufichi
d_kumis,Kúmis
d_kurdistan,Kurdistan
d_kuyavia,Kujawy
d_kvens,Kveanatlaš
d_kvens_birkarls,Bircharlaboa
d_kylfings,Kylfingilaš
d_la_mancha,La Mancha
d_lamta,Lamta
d_lamta_east,Lamta
d_lamtuna,Lamtúna
d_lancaster,Lancaster
d_lauenburg,Lauenburg
d_lausitz,Lausitz
d_lawata,Lawata
d_lendians,Ledzianie
d_leon,León
d_lesser_poland,Kraków
d_lettigale,Gerzike
d_lettigalians,Latgali
d_leubuzzi,Lestkowici
d_liege,Liége
d_limburg,Limburg
d_limousin,Lemosin
d_lithuanians,Lietuva
d_livgians,Livgilaižed
d_livonia,Livland
d_livonian_brothers_of_the_sword,Schwertbrüderorden
d_lombardia,Milano
d_lori,Tašir
d_lothian,Lothian
d_lower_lorraine,Niederlothringen
d_lowerbrittany,Breizh Izel
d_lubusz,Lebus
d_lucca,Lucca
d_lucca_republic,Comune di Lucca
d_lunkini,Glinjani
d_lusatians,Lusitzi
d_lykandos,Lykàndou
d_lyon,Lyon
d_lyydians,Lüüdiläižed
d_macva,Macva
d_magdeburg,Magdeburg
d_mainz,Mainz
d_makran,Makrán
d_mali,Mali
d_mallorca,Mallorca
d_mantua,Mantua
d_mantua_republic,Comune di Mantova
d_maris,Vice Mari
d_maris_vetluga,Vütla Mari
d_marrakech,Marrákush
d_masila,Masila
d_massa,Massa
d_massufa,Massúfa
d_mazata,Mazáta
d_mazovia,Mazowsze
d_mazovians,Mazowszanie
d_meath,Mide
d_medina,Hijaz
d_medina_sidonia,Medina Sidonia
d_medinaceli,Medinaceli
d_melitene,Malatya
d_mema,Mema
d_mentese,Mentese
d_merania,Merania
d_merv,Marï
d_meshketi,Meskheti
d_mesopotamia,Bardzr Hayk
d_milano_republic,Comune di Milano
d_milceni,Milcani
d_mingrelia,Samegrelo
d_minsk,Minsk
d_modena,Modena
d_modena_republic,Comune di Modena
d_moldau,Tara de Sus
d_monferrato,Monferrato
d_moravia,Morawske
d_moray,Moray
d_mordva,Mokša
d_mordvins,Mokshet
d_mordvins_erza,Erzyät
d_more,Mœri
d_morgannwg,Glamorgan
d_moskva,Moskva
d_mossi,Mossi
d_murcia,Murcia
d_murom,Murom
d_musab,Mus'ab
d_mzab,Mzab
d_nadruvians,Nadrawai
d_nafusa,Nafusa
d_nagash,Nagash
d_naimans,Naiman
d_najera,Nájera
d_napoli,Napoli
d_naqis,Naqís
d_narbonne,Narbona
d_navarra,Navarra
d_nefoud,Najd
d_neopatras,Megále Vlachía
d_neustria,Neustria
d_nevers,Nevers
d_niederbayern,Niederbaiern
d_nisada,Nisada
d_nisan,Nizani
d_nishapur,Níshápúr
d_nizhny_novgorod,Nizovye
d_nizizi,Niczici
d_nizzi,Niccici
d_nobatia,Noubadia
d_nordfrisland,Utlande
d_nordgau,Nordgau
d_norfolk,East Anglia
d_norman_apulia,Apulia
d_northumberland,Northumberland
d_novara_republic,Comune di Novara
d_novgorod,Novgorod
d_novgorod-seversk,Sivershchyna
d_novosil,Verhovye
d_nubia,Noubia
d_nudzici,Nudici
d_nuremberg,Nürnberg
d_nyitra,Nyitraország
d_oberbayern,Oberbaiern
d_oborites,Obodriti
d_oghuz,Oghuz
d_ohrid,Ohrid
d_olberlig,Ölberli
d_oltenia,Oltenia
d_oman,Uman
d_onega,Änine
d_oneill,O'Neill
d_opplandene,Upplondum
d_opsikon,Opsikion
d_optimatoi,Optimàton
d_oren,Ören
d_orkney,Orkney
d_orleans,Orléans
d_oseelians,Saarlased
d_osel_wiek,Ösel–Wiek
d_osmanli,Osmanli
d_osnabruck,Osnabrück
d_ossory,Ossory
d_ostergotland,Östergötland
d_osterreich,Österreich
d_ostfranken,Ostfranken
d_ostlandet,Víken
d_oualata,Walata
d_padova_republic,Comune di Padova
d_pagania,Neretljani
d_paphlagonia,Paphlagonias
d_parma,Parma
d_parma_republic,Comune di Parma
d_paulicians,Paulikianoi
d_pavia_republic,Comune di Pavia
d_pechora,Pechöra
d_pecs,Somogyország
d_pelym,Polum
d_pereyaslavl,Pereyaslavl
d_perm,Perym
d_perm_vychegda,Ežva
d_pest,Biharország
d_pfalz,Pfalzgrafschaft bei Rhein
d_piacenza_republic,Comune di Piacenza
d_pisa,Pisa
d_plisni,Plisni
d_podlaise,Podlyashe
d_podolia,Yedisan
d_podonye,Qaratayak
d_pogesanians,Paugudi
d_polans,Polanie
d_polotsk,Polotsk
d_polyane,Polyane
d_pomesanians,Pomedi
d_pommeranians,Pomorzani
d_portucale,Portucale
d_powys,Powis
d_prissani,Przicani
d_provence,Provença
d_prussia,Prusa
d_pruthenians,Prùsà
d_pskov,Pskov
d_qabuqsin_yula,Qabuqsin Yula
d_qamuda,Jerid
d_qara_bay,Qara Bay
d_qarluq,Qarluq
d_qataa,Qata'a
d_qipchaq,Qipchaq
d_qirghiz,Qirghiz
d_qohistan,Qohistán
d_qongurogli,Bekrüti
d_qor,Qor
d_qurra,Banu Zughba
d_racha,Racha
d_ragusa,Dubrovnik
d_rani,Rujani
d_rashka,Raška
d_ratien,Rätien
d_ravenna,Ravenna
d_rayy,Rayy
d_readrians,Ratari
d_rebel_coa,CoA: Rebels
d_reggio_republic,Comune di Reggio
d_rethel,Rethel
d_rheinfranken,Westfranken
d_rhodos,Rhodos
d_ribatejo,Ribatejo
d_rostov,Rostov
d_rotalians,Läänelased
d_roufra,Roufra
d_rugen,Rügen
d_russa,Rusa
d_ryazans,Ryazan
d_sadah,Sadah
d_sahara,Sahara
d_sakalians,Sakali
d_sala,Sala
d_salamanca,Salamanca
d_salerno,Salerno
d_saluzzo,Saluzzo
d_salzburg,Salzburg
d_samara,Samar
d_samarra,Sámarrá
d_sambians,Sembai
d_samogitia,Samogitia
d_samos,Samou
d_samoyeds,Sikhirti
d_sampi,Sámpi
d_sanaa,Sanaa
d_sandomierz,Sandomierz
d_sangermano,Terra Sancti Benedicti
d_saray,Saray
d_sarir,Sarir
d_sarkel,Duna-Jük
d_saruhan,Saruhan
d_sasnians,Sasnai
d_savona,Savona
d_savonians,Savolaiset
d_saxewittenberg,Wittenberg
d_saxony,Sachsen
d_scalovians,Skalwai
d_sebasteia,Sebasteias
d_segovia,Segovia
d_seleukeia,Seleukeia
d_selonians,Seli
d_semien,Semien
d_sennar,Sennar
d_septimania,Septimania
d_severians,Severiane
d_sevilla,Sevilla
d_shabankara,Shabankara
d_sharif_mecca,Makka
d_sharif_medina,Madína
d_shash,Shásh
d_shewa,Shewa
d_shirvan,Shirwan
d_sicily,Sicilia
d_siena,Siena
d_siena_republic,Comune di Siena
d_sijilmasa,Sijilmása
d_silesia,Slask
d_silesians,Slezanie
d_silla,Silla
d_siraf,Siráf
d_sistan,Sístán
d_sjaelland,Syaland
d_skane,Skaane
d_slesvig,Sliesvík
d_slovinici,Slowinci
d_smolensk,Smolensk
d_sodermandland,Södermanland
d_soghd,Soghd
d_somerset,Wessex
d_songhay,Songhay
d_soninke,Soninke
d_sovana,Sovana
d_sprevani,Sprewjani
d_strathclyde,Strathclyde
d_strymon,Strymonos
d_styria,Steiermark
d_suenik,Siwnik
d_suomi_finns,Suomalaiset
d_sura,Sura
d_suru_kulbej,Suru Külbej
d_susali,Syseli
d_sutherland,Sutherland
d_swabia,Schwaben
d_syrmia,Srem
d_tabarestan,Tabarestán
d_tabriz,Daylam
d_tagant,Tagant
d_taghaza,Taghaza
d_takarkart,Takarkart
d_takrur,Takrur
d_talava,Tholowa
d_talavians,Tãlavi
d_tangiers,Tanja
d_tanmak,Tanmak
d_tao,Tayk
d_tarent,Taranto
d_targa,Targa
d_targil,Targil
d_taron,Tarawn
d_tavasts,Hämäläiset
d_teck,Teck
d_tedjoura,Tadjoura
d_tekkada,Tekkeda
d_tekke,Teke
d_tekule,Teküle
d_temes,Temes
d_terteroba,Terteroba
d_teruel,Teruel
d_theodoro,Gotthías
d_thessalonika,Thessalonikes
d_thomond,Thomond
d_thrace,Thrakes
d_thracesia,Thrakesion
d_thuringia,Thüringen
d_tibesti,Tibesti
d_tiflis,Tiflis
d_tigris,al-Batihah
d_tivertsi,Tivertsy
d_tlemcen,Tilimsan
d_tmutarakan,Tamatarkha
d_toimians,Toimiläižed
d_toledo,Toledo
d_tollensians,Dolenci
d_toqsoba,Toqsoba
d_toropec,Toropets
d_toscana,Firenze
d_toulouse,Tolosa
d_trakai,Trakai
d_transylvania,Erdélyország
d_travnjane,Trawnjani
d_trebizond,Chaldia
d_trier,Trier
d_tripolitania,Tripolitania
d_trondelag,Þrœndalóg
d_tuat,Tuat
d_tubingen,Tübingen
d_tukhsi,Tukhsi
d_tunis,Ifriqiya
d_turnovo,Tarnovo
d_turov,Turov
d_tuscia,Tuscia
